"plataforma","condicion","video_id","y","ok","prob","etiqueta","ioi","aoc","ebt","razon"
"Youtube","Metadata+Transcript","LTTtutrJMuk",0,TRUE,0,0,"not applicable","not violated","not violated","Video is about personal experience and recovery, not providing medical advice or misinformation."
"Youtube","Metadata+Transcript","M5ABBo-nhKQ",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote about ADHD symptoms, no medical claims made."
"Youtube","Metadata+Transcript","bc_sfaXzJyY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a music clip with no mental health information."
"Youtube","Metadata+Transcript","oKLJ41B0zGY",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal anecdote without any medical claims or information."
"Youtube","Metadata+Transcript","PpnNuWtjdwA",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal awareness message without medical claims."
"Youtube","Metadata+Transcript","lM25nX9ndoI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a lighthearted, non-medical interaction between a character and a child."
"Youtube","Metadata+Transcript","HQjbKlb1mZk",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a playful, fictional scenario with no mental health information or claims."
"Youtube","Metadata+Transcript","Y2PEcXPepIE",0,TRUE,0,0,"not violated","not violated","not violated","Jordan Peterson's advice on limiting anxiety is based on his philosophical ideas, not medical claims."
"Youtube","Metadata+Transcript","YqLwvkMPaYw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal, non-therapeutic interaction between a parent and their child with autism, promoting communication through sign language."
"Youtube","Metadata+Transcript","XsHqJEr2QyI",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes tablets as a tool for individuals with autism, without making any unsubstantiated claims."
"Youtube","Metadata+Transcript","orPiXkk3SYU",0,TRUE,0.8,1,"violated","not violated","not violated","Promotes unproven treatment for ADHD without evidence."
"Youtube","Metadata+Transcript","H0RfsJIs2No",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides personal experience and awareness message without false medical claims."
"Youtube","Metadata+Transcript","zsqdjkgRvXg",0,TRUE,0,0,"not applicable","not violated","not applicable","The video presents a biblical verse as a source of encouragement, without making any false medical claims."
"Youtube","Metadata+Transcript","SMDp6INB3ko",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a humorous, relatable take on ADHD, not providing medical advice or misinformation."
"Youtube","Metadata+Transcript","GwmXw9apSnM",0,TRUE,0,0,"not applicable","not violated","not violated","Video provides accurate information about bipolar disorder, its effects, and the importance of treatment and support."
"Youtube","Metadata+Transcript","xGhXicj_0l8",0,TRUE,0,0,"not applicable","not applicable","not applicable","No medical claims or interventions mentioned, only a prayer for overcoming depression."
"Youtube","Metadata+Transcript","i7G_J2Jdzt4",0,TRUE,0,0,"not applicable","not violated","not violated","Video does not provide any specific interventions, claims, or advice that could be considered misinformation."
"Youtube","Metadata+Transcript","9QFX_5WDKP0",1,FALSE,NA,NA,NA,NA,NA,NA
"Youtube","Metadata+Transcript","19utJMmTPOo",1,TRUE,0,0,"not violated","not violated","not violated","Video presents personal experience and spiritual beliefs without making false medical claims or discouraging evidence-based treatment."
"Youtube","Metadata+Transcript","qa3a-5BqJxo",0,TRUE,0,0,"not applicable","not violated","not applicable","Video does not present misinformation; it corrects common misconceptions about OCD."
"Youtube","Metadata+Transcript","Lc10puOjwsc",0,TRUE,0,0,"not violated","not violated","not violated","Video promotes a widely accepted concept of gratitude and its benefits for mental health, without making any unsubstantiated claims."
"Youtube","Metadata+Transcript","jEOgtLCKaCI",0,TRUE,0.8,1,"not applicable","violated","not applicable","Claims that certain behaviors are definitive indicators of ADHD, contradicting the complexity of the disorder."
"Youtube","Metadata+Transcript","jTyb19mhk3o",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a trigger test for OCD, not providing medical advice or misinformation."
"Youtube","Metadata+Transcript","xyv-00OnCU0",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal account of rejection sensitive dysphoria, not providing medical claims or interventions."
"Youtube","Metadata+Transcript","JgrkcLgRxM8",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal, unedited account of a panic attack, not providing any medical claims or interventions."
"Youtube","Metadata+Transcript","vXx6ddYtGMw",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a personal experience or awareness message without medical claims."
"Youtube","Metadata+Transcript","MXAUwEVIL7E",0,TRUE,0,0,"not applicable","not violated","not violated","Video accurately describes high functioning depression, its symptoms, and potential coping mechanisms without providing false medical claims."
"Youtube","Metadata+Transcript","L4QTO0CocT0",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video does not contain any medical claims or advice, only a personal anecdote."
"Youtube","Metadata+Transcript","C2TzAP24EjQ",1,TRUE,0.8,1,"not applicable","violated","not violated","Claims that physical activity is the sole cause of depression contradict current scientific consensus."
"Youtube","Metadata+Transcript","zFX9C8uyaOI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video does not contain any mental health information or claims."
"Youtube","Metadata+Transcript","EwTOYpGK1Q8",1,TRUE,0,0,"not violated","not violated","not violated","Video presents a personal recommendation for magnesium as an anxiety remedy, which is not inherently misleading or unproven."
"Youtube","Metadata+Transcript","ki4Q-wVe3nM",0,TRUE,0,0,"not applicable","not violated","not violated","Video presents a prayer for anxiety relief, not providing medical advice or contradicting scientific consensus."
"Youtube","Metadata+Transcript","qA1pBwBcrtI",0,TRUE,0,0,"not applicable","not violated","not applicable","Video does not contain any mental health information or claims."
"Youtube","Metadata+Transcript","Jt2sYPgYe0A",1,TRUE,0.2,0,"not violated","not violated","not violated","Video presents hypnosis as a potential anxiety relief tool, consistent with some medical consensus."
"Youtube","Metadata+Transcript","b6WKN64k_mc",0,TRUE,0,0,"not applicable","not violated","not applicable","Video appears to be a personal, humorous take on anxiety, without promoting any treatments or interventions."
"Youtube","Metadata+Transcript","uA5zSmAANOs",0,TRUE,0,0,"not applicable","not violated","not applicable","Video provides supportive and reassuring message for a spouse, without making any false medical claims."
"Youtube","Metadata+Transcript","jj0lzrVUXLo",0,TRUE,0,0,"not applicable","not applicable","not applicable","No mental health information provided in the video."
"Youtube","Metadata+Transcript","OICA2v0Eu0Y",0,TRUE,0,0,"not applicable","not violated","not applicable","Video shares personal experiences and emotions without providing any medical claims or misinformation."
"Youtube","Metadata+Transcript","XwxGdICbmY8",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a humorous, lighthearted post unrelated to mental health information."
"Youtube","Metadata+Transcript","iv3Cj24_xCI",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video appears to be a comedy sketch or vlog with no apparent mental health information."
"Youtube","Metadata+Transcript","gVx1y2SIFn0",0,TRUE,0.8,1,"violated","violated","violated","The video promotes a potentially hazardous and ineffective method for anxiety management, and contradicts current scientific or clinical consensus."
"Youtube","Metadata+Transcript","Jd3cSwNw1qY",0,TRUE,0,0,"not applicable","not violated","not applicable","Video accurately describes addiction as a complex issue, not solely due to lack of willpower."
"Youtube","Metadata+Transcript","rGtp1LkfuUE",0,TRUE,0.8,1,"not applicable","violated","not applicable","The video title implies a specific, potentially misleading, connection between autism and intelligence, contradicting medical consensus."
"Youtube","Metadata+Transcript","TS_Kfm4AjOw",0,TRUE,0,0,"not applicable","not violated","not violated","Video discusses common coping mechanisms and thoughts associated with anxiety, without providing false medical claims or discouraging evidence-based treatment."
"Youtube","Metadata+Transcript","LmaulL0dZIk",0,TRUE,0,0,"not applicable","not applicable","not applicable","Video lacks specific information, making it impossible to assess for mental health misinformation."
"Youtube","Metadata+Transcript","YyZ6GTKLpXc",0,TRUE,0,0,"not applicable","not violated","not applicable","Video discusses personal struggles with autism-related tasks, no medical claims or misinformation."
"Youtube","Metadata+Transcript","_MS_j7Ecc6k",0,TRUE,0.8,1,"not violated","violated","not violated","The video misrepresents OCD as 'just' obsessive cleaning, downplaying its severity and impact on daily life."
"Youtube","Metadata+Transcript","wHg6dH5OLVM",1,TRUE,0.8,1,"violated","violated","violated","Misinformation on effectiveness of exercise vs SSRIs and genetics of anxiety, with discouragement of evidence-based treatment."
